,centers,hist
0,0.04363323129985824,0.05814291547198232
1,0.1308996938995747,0.05402176924171081
2,0.2181661564992912,0.05054841851358595
3,0.30543261909900765,0.04787450175336646
4,0.39269908169872414,0.0450821410174051
5,0.4799655442984406,0.04348528486886811
6,0.5672320068981571,0.04158012232062934
7,0.6544984694978736,0.04034538788136688
8,0.74176493209759,0.03894694425270323
9,0.8290313946973066,0.0379596596481117
10,0.9162978572970231,0.03677949493864965
11,1.0035643198967394,0.03587318477182645
12,1.0908307824964558,0.035455235965705434
13,1.1780972450961724,0.03500585298343211
14,1.265363707695889,0.034356045694011704
15,1.3526301702956054,0.034501648797949175
16,1.4398966328953218,0.03514894135327739
17,1.5271630954950384,0.036199848730401184
18,1.6144295580947547,0.037602315933612324
19,1.7016960206944711,0.04095671973917687
20,1.7889624832941877,0.04381999597653783
21,1.876228945893904,0.04911879218217922
22,1.9634954084936207,0.05496655484014442
23,2.050761871093337,0.06269709891292796
24,2.138028333693054,0.0725598860224745
25,2.2252947962927703,0.08352312077076086
26,2.3125612588924866,0.09612093267896697
27,2.399827721492203,0.10990972265323153
28,2.4870941840919194,0.12386750275849087
29,2.574360646691636,0.13947746316231524
30,2.6616271092913526,0.15462370659954086
31,2.748893571891069,0.17071901068315679
32,2.8361600344907854,0.18826682517841833
33,2.923426497090502,0.2035903573691429
34,3.0106929596902186,0.21910098577632603
35,3.097959422289935,0.2353964626936798
36,3.1852258848896513,0.2509910832195419
37,3.272492347489368,0.26425077314081086
38,3.359758810089084,0.2756450333124976
39,3.447025272688801,0.28783646419140674
40,3.5342917352885173,0.2975106462440395
41,3.6215581978882336,0.3060230211460831
42,3.7088246604879505,0.3127826263858743
43,3.7960911230876664,0.3172638825381466
44,3.883357585687383,0.32183063964955316
45,3.9706240482870996,0.32600761297667114
46,4.057890510886816,0.32651810399738457
47,4.145156973486532,0.32452894933046683
48,4.23242343608625,0.32463708289643073
49,4.319689898685965,0.323316847498034
50,4.4069563612856815,0.3189789311890162
51,4.494222823885399,0.3146561032845515
52,4.581489286485115,0.3090155547157823
53,4.6687557490848315,0.3014109988210172
54,4.756022211684548,0.29353233691020403
55,4.843288674284264,0.28444660263514243
56,4.930555136883981,0.2733591400227022
57,5.017821599483698,0.2607351748799373
58,5.105088062083414,0.24558138724043516
59,5.19235452468313,0.23121848347292495
60,5.279620987282847,0.21773825137177139
61,5.366887449882563,0.20175661326912217
62,5.45415391248228,0.18558335242864854
63,5.541420375081996,0.16912290895484747
64,5.6286868376817125,0.153083431968078
65,5.715953300281429,0.13713272509476268
66,5.803219762881146,0.12093029333881969
67,5.890486225480862,0.10685356631100004
68,5.977752688080578,0.09243709870732629
69,6.065019150680295,0.08101643382767162
70,6.152285613280012,0.07071356825199283
71,6.239552075879728,0.06431356998738398
